2025,49ers,7,0,263137418,32559
2025,bears,7,0,263137418,32559
2025,bengals,7,0,263137418,32559
2025,bills,7,0,263137418,32559
2025,broncos,7,0,263137418,32559
2025,browns,7,0,263137418,32559
2025,buccaneers,7,0,263137418,32559
2025,cardinals,7,0,263137418,32559
2025,chargers,7,0,263137418,32559
2025,chiefs,7,0,263137418,32559
2025,colts,7,0,263137418,32559
2025,cowboys,7,0,263137418,32559
2025,dolphins,7,0,263137418,32559
2025,eagles,7,0,263137418,32559
2025,falcons,7,0,263137418,32559
2025,giants,7,0,263137418,32559
2025,jaguars,7,0,263137418,32559
2025,jets,7,0,263137418,32559
2025,lions,7,0,263137418,32559
2025,packers,7,0,263137418,32559
2025,panthers,7,0,263137418,32559
2025,patriots,7,0,263137418,32559
2025,raiders,7,0,263137418,32559
2025,rams,7,0,263137418,32559
2025,ravens,7,0,263137418,32559
2025,commanders,7,0,263137418,32559
2025,saints,7,0,263137418,32559
2025,seahawks,7,0,263137418,32559
2025,steelers,7,0,263137418,32559
2025,texans,7,0,263137418,32559
2025,titans,7,0,263137418,32559
2025,vikings,7,0,263137418,32559
